hotspot_key,segment_id,stop_id,next_stop_id,Direction,detailed_time_period,LSOA21CD,p90_passengers,median_distance_m,assumed_passenger_mass_kg,p90_pmd_tkm_scenario,pmd_rank
133001 -> 135632 | Manchester to Hazel Grove | AM interpeak,133001 -> 135632,133001,135632,Manchester to Hazel Grove,AM interpeak,E01005869,25.0,252.27700000000004,68,0.42887090000000005,273.0
133001 -> 135632 | Manchester to Hazel Grove | AM peak,133001 -> 135632,133001,135632,Manchester to Hazel Grove,AM peak,E01005869,69.3,252.27700000000004,68,1.1888301348000003,20.0
133001 -> 135632 | Manchester to Hazel Grove | Evening off-peak,133001 -> 135632,133001,135632,Manchester to Hazel Grove,Evening off-peak,E01005869,14.0,252.27700000000004,68,0.24016770400000004,472.0
133001 -> 135632 | Manchester to Hazel Grove | Night/Early morning off-peak,133001 -> 135632,133001,135632,Manchester to Hazel Grove,Night/Early morning off-peak,E01005869,26.0,252.27700000000004,68,0.4460257360000001,257.0
133001 -> 135632 | Manchester to Hazel Grove | PM interpeak,133001 -> 135632,133001,135632,Manchester to Hazel Grove,PM interpeak,E01005869,46.60000000000001,252.27700000000004,68,0.7994153576000003,63.0
133001 -> 135632 | Manchester to Hazel Grove | PM peak,133001 -> 135632,133001,135632,Manchester to Hazel Grove,PM peak,E01005869,40.0,252.27700000000004,68,0.6861934400000002,101.0
133049 -> 135665 | Manchester to Hazel Grove | AM interpeak,133049 -> 135665,133049,135665,Manchester to Hazel Grove,AM interpeak,E01005874,27.0,214.71799999999894,68,0.39422224799999805,304.0
133049 -> 135665 | Manchester to Hazel Grove | AM peak,133049 -> 135665,133049,135665,Manchester to Hazel Grove,AM peak,E01005874,41.900000000000006,214.71799999999894,68,0.611774525599997,133.0
133049 -> 135665 | Manchester to Hazel Grove | Evening off-peak,133049 -> 135665,133049,135665,Manchester to Hazel Grove,Evening off-peak,E01005874,11.0,214.71799999999894,68,0.1606090639999992,555.0
133049 -> 135665 | Manchester to Hazel Grove | Night/Early morning off-peak,133049 -> 135665,133049,135665,Manchester to Hazel Grove,Night/Early morning off-peak,E01005874,15.600000000000009,214.71799999999894,68,0.227772854399999,488.0
133049 -> 135665 | Manchester to Hazel Grove | PM interpeak,133049 -> 135665,133049,135665,Manchester to Hazel Grove,PM interpeak,E01005874,30.0,214.71799999999894,68,0.43802471999999787,262.0
133049 -> 135665 | Manchester to Hazel Grove | PM peak,133049 -> 135665,133049,135665,Manchester to Hazel Grove,PM peak,E01005874,24.400000000000006,214.71799999999894,68,0.35626010559999827,350.0
133230 -> 133232 | Hazel Grove to Manchester | AM interpeak,133230 -> 133232,133230,133232,Hazel Grove to Manchester,AM interpeak,E01005866,12.0,308.5690000000004,68,0.2517923040000003,458.0
133230 -> 133232 | Hazel Grove to Manchester | AM peak,133230 -> 133232,133230,133232,Hazel Grove to Manchester,AM peak,E01005866,21.0,308.5699999999997,68,0.44063795999999955,260.0
133230 -> 133232 | Hazel Grove to Manchester | Evening off-peak,133230 -> 133232,133230,133232,Hazel Grove to Manchester,Evening off-peak,E01005866,27.0,308.5699999999997,68,0.5665345199999995,170.0
133230 -> 133232 | Hazel Grove to Manchester | Night/Early morning off-peak,133230 -> 133232,133230,133232,Hazel Grove to Manchester,Night/Early morning off-peak,E01005866,36.900000000000006,308.5699999999997,68,0.7742638439999994,73.0
133230 -> 133232 | Hazel Grove to Manchester | PM interpeak,133230 -> 133232,133230,133232,Hazel Grove to Manchester,PM interpeak,E01005866,19.10000000000001,308.5699999999997,68,0.4007707159999998,298.0
133230 -> 133232 | Hazel Grove to Manchester | PM peak,133230 -> 133232,133230,133232,Hazel Grove to Manchester,PM peak,E01005866,28.0,308.5699999999997,68,0.5875172799999995,149.0
133232 -> 133234 | Hazel Grove to Manchester | AM interpeak,133232 -> 133234,133232,133234,Hazel Grove to Manchester,AM interpeak,E01005869,12.0,236.08100000000013,68,0.1926420960000001,522.0
133232 -> 133234 | Hazel Grove to Manchester | AM peak,133232 -> 133234,133232,133234,Hazel Grove to Manchester,AM peak,E01005869,19.400000000000006,236.08100000000013,68,0.31143805520000023,403.0
133232 -> 133234 | Hazel Grove to Manchester | Evening off-peak,133232 -> 133234,133232,133234,Hazel Grove to Manchester,Evening off-peak,E01005869,27.0,236.08100000000013,68,0.43344471600000023,268.0
133232 -> 133234 | Hazel Grove to Manchester | Night/Early morning off-peak,133232 -> 133234,133232,133234,Hazel Grove to Manchester,Night/Early morning off-peak,E01005869,36.900000000000006,236.08100000000013,68,0.5923744452000004,147.0
133232 -> 133234 | Hazel Grove to Manchester | PM interpeak,133232 -> 133234,133232,133234,Hazel Grove to Manchester,PM interpeak,E01005869,20.0,236.08100000000013,68,0.3210701600000002,395.0
133232 -> 133234 | Hazel Grove to Manchester | PM peak,133232 -> 133234,133232,133234,Hazel Grove to Manchester,PM peak,E01005869,27.799999999999997,236.08100000000013,68,0.44628752240000025,256.0
133234 -> 48686 | Hazel Grove to Manchester | AM interpeak,133234 -> 48686,133234,48686,Hazel Grove to Manchester,AM interpeak,E01005869,12.0,275.3989999999999,68,0.2247255839999999,493.0
133234 -> 48686 | Hazel Grove to Manchester | AM peak,133234 -> 48686,133234,48686,Hazel Grove to Manchester,AM peak,E01005869,19.0,275.39899999999943,68,0.3558155079999993,352.0
133234 -> 48686 | Hazel Grove to Manchester | Evening off-peak,133234 -> 48686,133234,48686,Hazel Grove to Manchester,Evening off-peak,E01005869,27.299999999999997,275.39799999999923,68,0.5112488471999985,212.0
133234 -> 48686 | Hazel Grove to Manchester | Night/Early morning off-peak,133234 -> 48686,133234,48686,Hazel Grove to Manchester,Night/Early morning off-peak,E01005869,38.80000000000001,275.39899999999943,68,0.7266127215999988,84.0
133234 -> 48686 | Hazel Grove to Manchester | PM interpeak,133234 -> 48686,133234,48686,Hazel Grove to Manchester,PM interpeak,E01005869,20.0,275.39899999999943,68,0.37454263999999926,326.0
133234 -> 48686 | Hazel Grove to Manchester | PM peak,133234 -> 48686,133234,48686,Hazel Grove to Manchester,PM peak,E01005869,27.700000000000017,275.39899999999943,68,0.5187415563999992,207.0
133236 -> 133230 | Hazel Grove to Manchester | AM interpeak,133236 -> 133230,133236,133230,Hazel Grove to Manchester,AM interpeak,E01005866,12.0,271.4540000000002,68,0.22150646400000013,496.0
133236 -> 133230 | Hazel Grove to Manchester | AM peak,133236 -> 133230,133236,133230,Hazel Grove to Manchester,AM peak,E01005866,22.400000000000006,271.4539999999997,68,0.41347873279999964,280.0
133236 -> 133230 | Hazel Grove to Manchester | Evening off-peak,133236 -> 133230,133236,133230,Hazel Grove to Manchester,Evening off-peak,E01005866,26.0,271.4539999999997,68,0.4799306719999995,230.0
133236 -> 133230 | Hazel Grove to Manchester | Night/Early morning off-peak,133236 -> 133230,133236,133230,Hazel Grove to Manchester,Night/Early morning off-peak,E01005866,35.80000000000001,271.4539999999997,68,0.6608276175999995,108.0
133236 -> 133230 | Hazel Grove to Manchester | PM interpeak,133236 -> 133230,133236,133230,Hazel Grove to Manchester,PM interpeak,E01005866,19.10000000000001,271.4539999999997,68,0.35256445519999985,358.0
133236 -> 133230 | Hazel Grove to Manchester | PM peak,133236 -> 133230,133236,133230,Hazel Grove to Manchester,PM peak,E01005866,27.0,271.4539999999997,68,0.49838954399999946,217.0
134130 -> 135615 | Hazel Grove to Manchester | AM interpeak,134130 -> 135615,134130,135615,Hazel Grove to Manchester,AM interpeak,E01005797,17.0,237.61000000000013,68,0.27467716000000014,436.0
134130 -> 135615 | Hazel Grove to Manchester | AM peak,134130 -> 135615,134130,135615,Hazel Grove to Manchester,AM peak,E01005797,32.0,237.61000000000013,68,0.5170393600000003,210.0
134130 -> 135615 | Hazel Grove to Manchester | Evening off-peak,134130 -> 135615,134130,135615,Hazel Grove to Manchester,Evening off-peak,E01005797,15.0,237.61000000000013,68,0.24236220000000014,468.0
134130 -> 135615 | Hazel Grove to Manchester | Night/Early morning off-peak,134130 -> 135615,134130,135615,Hazel Grove to Manchester,Night/Early morning off-peak,E01005797,25.799999999999997,237.61000000000013,68,0.4168629840000002,279.0
134130 -> 135615 | Hazel Grove to Manchester | PM interpeak,134130 -> 135615,134130,135615,Hazel Grove to Manchester,PM interpeak,E01005797,21.0,237.60950000000003,68,0.339306366,374.0
134130 -> 135615 | Hazel Grove to Manchester | PM peak,134130 -> 135615,134130,135615,Hazel Grove to Manchester,PM peak,E01005797,20.799999999999997,237.61000000000013,68,0.33607558400000015,378.0
134150 -> 135630 | Hazel Grove to Manchester | AM interpeak,134150 -> 135630,134150,135630,Hazel Grove to Manchester,AM interpeak,E01005838,14.899999999999999,237.07299999999987,68,0.24020236359999983,471.0
134150 -> 135630 | Hazel Grove to Manchester | AM peak,134150 -> 135630,134150,135630,Hazel Grove to Manchester,AM peak,E01005838,18.300000000000004,237.07299999999987,68,0.29501364119999995,417.0
134150 -> 135630 | Hazel Grove to Manchester | Evening off-peak,134150 -> 135630,134150,135630,Hazel Grove to Manchester,Evening off-peak,E01005838,9.600000000000009,237.07299999999987,68,0.15476125440000005,565.0
134150 -> 135630 | Hazel Grove to Manchester | Night/Early morning off-peak,134150 -> 135630,134150,135630,Hazel Grove to Manchester,Night/Early morning off-peak,E01005838,12.0,237.07299999999987,68,0.19345156799999988,520.0
134150 -> 135630 | Hazel Grove to Manchester | PM interpeak,134150 -> 135630,134150,135630,Hazel Grove to Manchester,PM interpeak,E01005838,16.4,237.07299999999987,68,0.2643838095999998,445.0
134150 -> 135630 | Hazel Grove to Manchester | PM peak,134150 -> 135630,134150,135630,Hazel Grove to Manchester,PM peak,E01005838,16.199999999999996,237.07299999999987,68,0.26115961679999977,450.0
134160 -> 134461 | Hazel Grove to Manchester | AM interpeak,134160 -> 134461,134160,134461,Hazel Grove to Manchester,AM interpeak,E01005917,17.0,236.89900000000034,68,0.2738552440000004,439.0
134160 -> 134461 | Hazel Grove to Manchester | AM peak,134160 -> 134461,134160,134461,Hazel Grove to Manchester,AM peak,E01005917,29.0,236.89900000000034,68,0.4671648280000007,244.0
134160 -> 134461 | Hazel Grove to Manchester | Evening off-peak,134160 -> 134461,134160,134461,Hazel Grove to Manchester,Evening off-peak,E01005917,19.0,236.89900000000034,68,0.30607350800000044,407.0
134160 -> 134461 | Hazel Grove to Manchester | Night/Early morning off-peak,134160 -> 134461,134160,134461,Hazel Grove to Manchester,Night/Early morning off-peak,E01005917,27.60000000000001,236.89900000000034,68,0.4446120432000008,258.0
134160 -> 134461 | Hazel Grove to Manchester | PM interpeak,134160 -> 134461,134160,134461,Hazel Grove to Manchester,PM interpeak,E01005917,21.0,236.89900000000034,68,0.3382917720000005,375.0
134160 -> 134461 | Hazel Grove to Manchester | PM peak,134160 -> 134461,134160,134461,Hazel Grove to Manchester,PM peak,E01005917,23.0,236.89900000000034,68,0.37051003600000054,330.0
134165 -> 135633 | Manchester to Hazel Grove | AM interpeak,134165 -> 135633,134165,135633,Manchester to Hazel Grove,AM interpeak,E01005836,14.899999999999999,209.45899999999892,68,0.2122238587999989,509.0
134165 -> 135633 | Manchester to Hazel Grove | AM peak,134165 -> 135633,134165,135633,Manchester to Hazel Grove,AM peak,E01005836,15.200000000000003,209.45899999999892,68,0.2164968223999989,504.0
134165 -> 135633 | Manchester to Hazel Grove | Evening off-peak,134165 -> 135633,134165,135633,Manchester to Hazel Grove,Evening off-peak,E01005836,5.0,209.45899999999892,68,0.07121605999999964,625.0
134165 -> 135633 | Manchester to Hazel Grove | Night/Early morning off-peak,134165 -> 135633,134165,135633,Manchester to Hazel Grove,Night/Early morning off-peak,E01005836,7.0,209.45899999999892,68,0.09970248399999948,606.0
134165 -> 135633 | Manchester to Hazel Grove | PM interpeak,134165 -> 135633,134165,135633,Manchester to Hazel Grove,PM interpeak,E01005836,16.0,209.45899999999892,68,0.22789139199999883,487.0
134165 -> 135633 | Manchester to Hazel Grove | PM peak,134165 -> 135633,134165,135633,Manchester to Hazel Grove,PM peak,E01005836,7.399999999999999,209.45899999999892,68,0.10539976879999945,604.0
134227 -> 134266 | Hazel Grove to Manchester | AM interpeak,134227 -> 134266,134227,134266,Hazel Grove to Manchester,AM interpeak,E01005863,13.0,326.58399999999983,68,0.2887002559999999,426.0
134227 -> 134266 | Hazel Grove to Manchester | AM peak,134227 -> 134266,134227,134266,Hazel Grove to Manchester,AM peak,E01005863,22.0,326.58399999999983,68,0.48856966399999974,222.0
134227 -> 134266 | Hazel Grove to Manchester | Evening off-peak,134227 -> 134266,134227,134266,Hazel Grove to Manchester,Evening off-peak,E01005863,23.5,326.58399999999983,68,0.5218812319999997,202.0
134227 -> 134266 | Hazel Grove to Manchester | Night/Early morning off-peak,134227 -> 134266,134227,134266,Hazel Grove to Manchester,Night/Early morning off-peak,E01005863,31.799999999999997,326.58399999999983,68,0.7062052415999994,93.0
134227 -> 134266 | Hazel Grove to Manchester | PM interpeak,134227 -> 134266,134227,134266,Hazel Grove to Manchester,PM interpeak,E01005863,18.0,326.58399999999983,68,0.39973881599999983,300.0
134227 -> 134266 | Hazel Grove to Manchester | PM peak,134227 -> 134266,134227,134266,Hazel Grove to Manchester,PM peak,E01005863,25.799999999999997,326.58399999999983,68,0.5729589695999997,165.0
134266 -> 133236 | Hazel Grove to Manchester | AM interpeak,134266 -> 133236,134266,133236,Hazel Grove to Manchester,AM interpeak,E01005866,13.0,353.0010000000002,68,0.3120528840000002,401.0
134266 -> 133236 | Hazel Grove to Manchester | AM peak,134266 -> 133236,134266,133236,Hazel Grove to Manchester,AM peak,E01005866,22.0,353.0010000000002,68,0.5280894960000003,194.0
134266 -> 133236 | Hazel Grove to Manchester | Evening off-peak,134266 -> 133236,134266,133236,Hazel Grove to Manchester,Evening off-peak,E01005866,25.0,353.0010000000002,68,0.6001017000000003,142.0
134266 -> 133236 | Hazel Grove to Manchester | Night/Early morning off-peak,134266 -> 133236,134266,133236,Hazel Grove to Manchester,Night/Early morning off-peak,E01005866,33.0,353.0010000000002,68,0.7921342440000005,65.0
134266 -> 133236 | Hazel Grove to Manchester | PM interpeak,134266 -> 133236,134266,133236,Hazel Grove to Manchester,PM interpeak,E01005866,19.0,353.0010000000002,68,0.4560772920000003,247.0
134266 -> 133236 | Hazel Grove to Manchester | PM peak,134266 -> 133236,134266,133236,Hazel Grove to Manchester,PM peak,E01005866,26.0,353.0010000000002,68,0.6241057680000004,126.0
134267 -> 133001 | Manchester to Hazel Grove | AM interpeak,134267 -> 133001,134267,133001,Manchester to Hazel Grove,AM interpeak,E01005869,24.0,166.1189999999997,68,0.27110620799999946,441.0
134267 -> 133001 | Manchester to Hazel Grove | AM peak,134267 -> 133001,134267,133001,Manchester to Hazel Grove,AM peak,E01005869,69.0,166.1189999999997,68,0.7794303479999987,71.0
134267 -> 133001 | Manchester to Hazel Grove | Evening off-peak,134267 -> 133001,134267,133001,Manchester to Hazel Grove,Evening off-peak,E01005869,15.599999999999994,166.1189999999997,68,0.17621903519999965,535.0
134267 -> 133001 | Manchester to Hazel Grove | Night/Early morning off-peak,134267 -> 133001,134267,133001,Manchester to Hazel Grove,Night/Early morning off-peak,E01005869,26.0,166.1189999999997,68,0.2936983919999994,420.0
134267 -> 133001 | Manchester to Hazel Grove | PM interpeak,134267 -> 133001,134267,133001,Manchester to Hazel Grove,PM interpeak,E01005869,46.0,166.1189999999997,68,0.5196202319999991,206.0
134267 -> 133001 | Manchester to Hazel Grove | PM peak,134267 -> 133001,134267,133001,Manchester to Hazel Grove,PM peak,E01005869,41.80000000000001,166.1189999999997,68,0.47217664559999917,241.0
134281 -> 135790 | Hazel Grove to Manchester | AM interpeak,134281 -> 135790,134281,135790,Hazel Grove to Manchester,AM interpeak,E01005822,12.0,268.66699999999946,68,0.21923227199999953,498.0
134281 -> 135790 | Hazel Grove to Manchester | AM peak,134281 -> 135790,134281,135790,Hazel Grove to Manchester,AM peak,E01005822,8.5,268.66700000000037,68,0.1552895260000002,563.0
134281 -> 135790 | Hazel Grove to Manchester | Evening off-peak,134281 -> 135790,134281,135790,Hazel Grove to Manchester,Evening off-peak,E01005822,32.0,268.66699999999946,68,0.5846193919999989,156.0
134281 -> 135790 | Hazel Grove to Manchester | Night/Early morning off-peak,134281 -> 135790,134281,135790,Hazel Grove to Manchester,Night/Early morning off-peak,E01005822,29.20000000000003,268.66699999999946,68,0.5334651951999996,193.0
134281 -> 135790 | Hazel Grove to Manchester | PM peak,134281 -> 135790,134281,135790,Hazel Grove to Manchester,PM peak,E01005822,19.6,268.66699999999946,68,0.35807937759999936,348.0
134378 -> 135687 | Manchester to Hazel Grove | AM interpeak,134378 -> 135687,134378,135687,Manchester to Hazel Grove,AM interpeak,E01033948,35.0,292.1190000000006,68,0.6952432200000014,98.0
134378 -> 135687 | Manchester to Hazel Grove | AM peak,134378 -> 135687,134378,135687,Manchester to Hazel Grove,AM peak,E01033948,56.0,292.1190000000006,68,1.1123891520000022,23.0
134378 -> 135687 | Manchester to Hazel Grove | Evening off-peak,134378 -> 135687,134378,135687,Manchester to Hazel Grove,Evening off-peak,E01033948,15.0,292.1190000000006,68,0.2979613800000006,414.0
134378 -> 135687 | Manchester to Hazel Grove | Night/Early morning off-peak,134378 -> 135687,134378,135687,Manchester to Hazel Grove,Night/Early morning off-peak,E01033948,20.0,292.1190000000006,68,0.39728184000000083,302.0
134378 -> 135687 | Manchester to Hazel Grove | PM interpeak,134378 -> 135687,134378,135687,Manchester to Hazel Grove,PM interpeak,E01033948,34.400000000000006,292.1190000000006,68,0.6833247648000015,103.0
134378 -> 135687 | Manchester to Hazel Grove | PM peak,134378 -> 135687,134378,135687,Manchester to Hazel Grove,PM peak,E01033948,31.0,292.1190000000006,68,0.6157868520000013,130.0
134397 -> 134378 | Manchester to Hazel Grove | AM interpeak,134397 -> 134378,134397,134378,Manchester to Hazel Grove,AM interpeak,E01033947,34.0,367.15399999999863,68,0.8488600479999968,54.0
134397 -> 134378 | Manchester to Hazel Grove | AM peak,134397 -> 134378,134397,134378,Manchester to Hazel Grove,AM peak,E01033947,56.70000000000002,367.15399999999863,68,1.4155989623999952,9.0
134397 -> 134378 | Manchester to Hazel Grove | Evening off-peak,134397 -> 134378,134397,134378,Manchester to Hazel Grove,Evening off-peak,E01033947,13.400000000000006,367.15399999999863,68,0.33455072479999887,382.0
134397 -> 134378 | Manchester to Hazel Grove | Night/Early morning off-peak,134397 -> 134378,134397,134378,Manchester to Hazel Grove,Night/Early morning off-peak,E01033947,20.0,367.15399999999863,68,0.4993294399999982,216.0
134397 -> 134378 | Manchester to Hazel Grove | PM interpeak,134397 -> 134378,134397,134378,Manchester to Hazel Grove,PM interpeak,E01033947,35.0,367.15399999999863,68,0.8738265199999966,49.0
134397 -> 134378 | Manchester to Hazel Grove | PM peak,134397 -> 134378,134397,134378,Manchester to Hazel Grove,PM peak,E01033947,31.0,367.15399999999863,68,0.7739606319999972,74.0
134448 -> 134160 | Hazel Grove to Manchester | AM interpeak,134448 -> 134160,134448,134160,Hazel Grove to Manchester,AM interpeak,E01005822,19.0,452.952,68,0.585213984,155.0
134448 -> 134160 | Hazel Grove to Manchester | AM peak,134448 -> 134160,134448,134160,Hazel Grove to Manchester,AM peak,E01005822,32.0,452.9520000000002,68,0.9856235520000006,38.0
134448 -> 134160 | Hazel Grove to Manchester | Evening off-peak,134448 -> 134160,134448,134160,Hazel Grove to Manchester,Evening off-peak,E01005822,19.0,452.9520000000002,68,0.5852139840000004,154.0
134448 -> 134160 | Hazel Grove to Manchester | Night/Early morning off-peak,134448 -> 134160,134448,134160,Hazel Grove to Manchester,Night/Early morning off-peak,E01005822,27.0,452.9520000000002,68,0.8316198720000004,56.0
134448 -> 134160 | Hazel Grove to Manchester | PM interpeak,134448 -> 134160,134448,134160,Hazel Grove to Manchester,PM interpeak,E01005822,20.0,452.9519999999999,68,0.6160147199999999,128.0
134448 -> 134160 | Hazel Grove to Manchester | PM peak,134448 -> 134160,134448,134160,Hazel Grove to Manchester,PM peak,E01005822,22.0,452.9519999999999,68,0.6776161919999999,105.0
134448 -> 134281 | Hazel Grove to Manchester | AM interpeak,134448 -> 134281,134448,134281,Hazel Grove to Manchester,AM interpeak,E01005822,10.0,161.78800000000047,68,0.11001584000000032,595.0
134448 -> 134281 | Hazel Grove to Manchester | AM peak,134448 -> 134281,134448,134281,Hazel Grove to Manchester,AM peak,E01005822,6.6,161.78899999999976,68,0.07261090319999988,623.0
134448 -> 134281 | Hazel Grove to Manchester | Evening off-peak,134448 -> 134281,134448,134281,Hazel Grove to Manchester,Evening off-peak,E01005822,23.6,161.78800000000047,68,0.2596373824000008,453.0
134448 -> 134281 | Hazel Grove to Manchester | Night/Early morning off-peak,134448 -> 134281,134448,134281,Hazel Grove to Manchester,Night/Early morning off-peak,E01005822,25.600000000000037,161.78800000000047,68,0.2816405504000012,431.0
134448 -> 134281 | Hazel Grove to Manchester | PM peak,134448 -> 134281,134448,134281,Hazel Grove to Manchester,PM peak,E01005822,15.6,161.78800000000047,68,0.1716247104000005,542.0
134461 -> 135618 | Hazel Grove to Manchester | AM interpeak,134461 -> 135618,134461,135618,Hazel Grove to Manchester,AM interpeak,E01005917,16.0,303.16099999999994,68,0.32983916799999996,386.0
134461 -> 135618 | Hazel Grove to Manchester | AM peak,134461 -> 135618,134461,135618,Hazel Grove to Manchester,AM peak,E01005917,27.0,303.16099999999994,68,0.556603596,175.0
134461 -> 135618 | Hazel Grove to Manchester | Evening off-peak,134461 -> 135618,134461,135618,Hazel Grove to Manchester,Evening off-peak,E01005917,20.0,303.16099999999915,68,0.4122989599999989,283.0
134461 -> 135618 | Hazel Grove to Manchester | Night/Early morning off-peak,134461 -> 135618,134461,135618,Hazel Grove to Manchester,Night/Early morning off-peak,E01005917,28.0,303.16099999999994,68,0.5772185439999998,159.0
134461 -> 135618 | Hazel Grove to Manchester | PM interpeak,134461 -> 135618,134461,135618,Hazel Grove to Manchester,PM interpeak,E01005917,21.0,303.16100000000006,68,0.43291390800000007,270.0
134461 -> 135618 | Hazel Grove to Manchester | PM peak,134461 -> 135618,134461,135618,Hazel Grove to Manchester,PM peak,E01005917,23.0,303.16100000000006,68,0.4741438040000001,234.0
134517 -> 135617 | Hazel Grove to Manchester | AM peak,134517 -> 135617,134517,135617,Hazel Grove to Manchester,AM peak,E01005766,4.199999999999999,264.423,68,0.07551920879999999,621.0
134517 -> 135617 | Hazel Grove to Manchester | PM interpeak,134517 -> 135617,134517,135617,Hazel Grove to Manchester,PM interpeak,E01005766,3.0,264.423,68,0.053942291999999996,632.0
134517 -> 135617 | Hazel Grove to Manchester | PM peak,134517 -> 135617,134517,135617,Hazel Grove to Manchester,PM peak,E01005766,4.0,264.423,68,0.071923056,624.0
135615 -> 135616 | Hazel Grove to Manchester | AM interpeak,135615 -> 135616,135615,135616,Hazel Grove to Manchester,AM interpeak,E01005760,18.0,331.0970000000002,68,0.40526272800000024,293.0
135615 -> 135616 | Hazel Grove to Manchester | AM peak,135615 -> 135616,135615,135616,Hazel Grove to Manchester,AM peak,E01005760,31.200000000000017,331.0970000000002,68,0.7024553952000009,95.0
135615 -> 135616 | Hazel Grove to Manchester | Evening off-peak,135615 -> 135616,135615,135616,Hazel Grove to Manchester,Evening off-peak,E01005760,15.5,331.0970000000002,68,0.34897623800000027,362.0
135615 -> 135616 | Hazel Grove to Manchester | Night/Early morning off-peak,135615 -> 135616,135615,135616,Hazel Grove to Manchester,Night/Early morning off-peak,E01005760,24.699999999999996,331.0970000000002,68,0.5561105212000003,177.0
135615 -> 135616 | Hazel Grove to Manchester | PM interpeak,135615 -> 135616,135615,135616,Hazel Grove to Manchester,PM interpeak,E01005760,21.0,331.0970000000002,68,0.4728065160000003,239.0
135615 -> 135616 | Hazel Grove to Manchester | PM peak,135615 -> 135616,135615,135616,Hazel Grove to Manchester,PM peak,E01005760,21.0,331.0970000000002,68,0.4728065160000003,239.0
135616 -> 135617 | Hazel Grove to Manchester | AM interpeak,135616 -> 135617,135616,135617,Hazel Grove to Manchester,AM interpeak,E01005766,19.0,253.7550000000001,68,0.32785146000000015,389.0
135616 -> 135617 | Hazel Grove to Manchester | AM peak,135616 -> 135617,135616,135617,Hazel Grove to Manchester,AM peak,E01005766,31.200000000000003,253.7550000000001,68,0.5383666080000004,191.0
135616 -> 135617 | Hazel Grove to Manchester | Evening off-peak,135616 -> 135617,135616,135617,Hazel Grove to Manchester,Evening off-peak,E01005766,16.5,253.7550000000001,68,0.28471311000000016,429.0
135616 -> 135617 | Hazel Grove to Manchester | Night/Early morning off-peak,135616 -> 135617,135616,135617,Hazel Grove to Manchester,Night/Early morning off-peak,E01005766,25.9,253.7550000000001,68,0.4469133060000001,255.0
135616 -> 135617 | Hazel Grove to Manchester | PM interpeak,135616 -> 135617,135616,135617,Hazel Grove to Manchester,PM interpeak,E01005766,21.0,253.7550000000001,68,0.3623621400000001,337.0
135616 -> 135617 | Hazel Grove to Manchester | PM peak,135616 -> 135617,135616,135617,Hazel Grove to Manchester,PM peak,E01005766,21.0,253.7550000000001,68,0.3623621400000001,337.0
135617 -> 134448 | Hazel Grove to Manchester | AM interpeak,135617 -> 134448,135617,134448,Hazel Grove to Manchester,AM interpeak,E01005766,19.599999999999994,419.10899999999947,68,0.5585884751999991,174.0
135617 -> 134448 | Hazel Grove to Manchester | AM peak,135617 -> 134448,135617,134448,Hazel Grove to Manchester,AM peak,E01005766,33.0,419.10899999999947,68,0.9404805959999989,43.0
135617 -> 134448 | Hazel Grove to Manchester | Evening off-peak,135617 -> 134448,135617,134448,Hazel Grove to Manchester,Evening off-peak,E01005766,18.0,419.10899999999947,68,0.5129894159999994,211.0
135617 -> 134448 | Hazel Grove to Manchester | Night/Early morning off-peak,135617 -> 134448,135617,134448,Hazel Grove to Manchester,Night/Early morning off-peak,E01005766,26.0,419.10899999999947,68,0.740984711999999,78.0
135617 -> 134448 | Hazel Grove to Manchester | PM interpeak,135617 -> 134448,135617,134448,Hazel Grove to Manchester,PM interpeak,E01005766,21.0,419.1089999999999,68,0.5984876519999999,143.0
135617 -> 134448 | Hazel Grove to Manchester | PM peak,135617 -> 134448,135617,134448,Hazel Grove to Manchester,PM peak,E01005766,21.0,419.1089999999999,68,0.5984876519999999,143.0
135618 -> 135619 | Hazel Grove to Manchester | AM interpeak,135618 -> 135619,135618,135619,Hazel Grove to Manchester,AM interpeak,E01005917,16.0,221.86,68,0.24138368000000002,469.0
135618 -> 135619 | Hazel Grove to Manchester | AM peak,135618 -> 135619,135618,135619,Hazel Grove to Manchester,AM peak,E01005917,26.0,221.86,68,0.39224848,306.0
135618 -> 135619 | Hazel Grove to Manchester | Evening off-peak,135618 -> 135619,135618,135619,Hazel Grove to Manchester,Evening off-peak,E01005917,21.0,221.86000000000058,68,0.3168160800000008,398.0
135618 -> 135619 | Hazel Grove to Manchester | Night/Early morning off-peak,135618 -> 135619,135618,135619,Hazel Grove to Manchester,Night/Early morning off-peak,E01005917,30.0,221.86,68,0.4525944,249.0
135618 -> 135619 | Hazel Grove to Manchester | PM interpeak,135618 -> 135619,135618,135619,Hazel Grove to Manchester,PM interpeak,E01005917,20.0,221.8599999999999,68,0.3017295999999999,410.0
135618 -> 135619 | Hazel Grove to Manchester | PM peak,135618 -> 135619,135618,135619,Hazel Grove to Manchester,PM peak,E01005917,24.0,221.8599999999999,68,0.3620755199999998,340.0
135619 -> 135620 | Hazel Grove to Manchester | AM interpeak,135619 -> 135620,135619,135620,Hazel Grove to Manchester,AM interpeak,E01005917,15.0,330.2460000000001,68,0.3368509200000001,376.0
135619 -> 135620 | Hazel Grove to Manchester | AM peak,135619 -> 135620,135619,135620,Hazel Grove to Manchester,AM peak,E01005917,25.299999999999997,330.2460000000001,68,0.5681552184000002,168.0
