segment_id,stop_id,next_stop_id,Direction,detailed_time_period,LSOA21CD,stop_name,next_stop_name,observations,median_distance_m,median_passengers,p90_passengers,p90_capacity_utilisation,p90_pmd_tkm,p90_capacity_pct,seated_headroom_p90,total_headroom_p90,hotspot_key
135680 -> 135683,135680,135683,Manchester to Hazel Grove,Evening off-peak,E01005917,Heaton Road,Belmont Bridge,149,186.32200000000012,6.0,14.0,0.14,0.1773785440000001,14.000000000000002,59.0,86.0,135680 -> 135683 | Manchester to Hazel Grove | Evening off-peak
135680 -> 135683,135680,135683,Manchester to Hazel Grove,Night/Early morning off-peak,E01005917,Heaton Road,Belmont Bridge,72,186.32200000000012,13.0,22.0,0.22,0.2787377120000002,22.0,51.0,78.0,135680 -> 135683 | Manchester to Hazel Grove | Night/Early morning off-peak
135680 -> 135683,135680,135683,Manchester to Hazel Grove,PM interpeak,E01005917,Heaton Road,Belmont Bridge,95,186.32200000000012,26.0,41.20000000000002,0.41200000000000014,0.5219997152000005,41.20000000000002,31.799999999999983,58.79999999999998,135680 -> 135683 | Manchester to Hazel Grove | PM interpeak
135680 -> 135683,135680,135683,Manchester to Hazel Grove,PM peak,E01005917,Heaton Road,Belmont Bridge,153,186.32200000000012,23.0,35.80000000000001,0.3580000000000001,0.4535822768000004,35.80000000000001,37.19999999999999,64.19999999999999,135680 -> 135683 | Manchester to Hazel Grove | PM peak
135681 -> 135679,135681,135679,Manchester to Hazel Grove,AM interpeak,E01005866,Heaton Moor Road,Brackley Road,192,272.9940000000006,17.5,29.0,0.29,0.5383441680000011,28.999999999999996,44.0,71.0,135681 -> 135679 | Manchester to Hazel Grove | AM interpeak
135681 -> 135679,135681,135679,Manchester to Hazel Grove,AM peak,E01005866,Heaton Moor Road,Brackley Road,107,272.9940000000006,26.0,64.60000000000002,0.6460000000000002,1.199208043200003,64.60000000000002,8.399999999999977,35.39999999999998,135681 -> 135679 | Manchester to Hazel Grove | AM peak
135681 -> 135679,135681,135679,Manchester to Hazel Grove,Evening off-peak,E01005866,Heaton Moor Road,Brackley Road,146,272.9940000000006,6.0,14.0,0.14,0.2598902880000005,14.000000000000002,59.0,86.0,135681 -> 135679 | Manchester to Hazel Grove | Evening off-peak
135681 -> 135679,135681,135679,Manchester to Hazel Grove,Night/Early morning off-peak,E01005866,Heaton Moor Road,Brackley Road,73,272.9940000000006,13.0,23.0,0.23,0.4269626160000009,23.0,50.0,77.0,135681 -> 135679 | Manchester to Hazel Grove | Night/Early morning off-peak
135681 -> 135679,135681,135679,Manchester to Hazel Grove,PM interpeak,E01005866,Heaton Moor Road,Brackley Road,95,272.9940000000006,27.0,44.20000000000002,0.44200000000000017,0.8205107664000021,44.20000000000002,28.799999999999983,55.79999999999998,135681 -> 135679 | Manchester to Hazel Grove | PM interpeak
135681 -> 135679,135681,135679,Manchester to Hazel Grove,PM peak,E01005866,Heaton Moor Road,Brackley Road,153,272.9940000000006,25.0,38.0,0.38,0.7054164960000014,38.0,35.0,62.0,135681 -> 135679 | Manchester to Hazel Grove | PM peak
135682 -> 135680,135682,135680,Manchester to Hazel Grove,AM interpeak,E01005916,Warwick Road,Heaton Road,193,377.97300000000087,19.0,32.0,0.32,0.822469248000002,32.0,41.0,68.0,135682 -> 135680 | Manchester to Hazel Grove | AM interpeak
135682 -> 135680,135682,135680,Manchester to Hazel Grove,AM peak,E01005916,Warwick Road,Heaton Road,107,377.97300000000087,24.0,62.400000000000006,0.6240000000000001,1.603815033600004,62.40000000000001,10.599999999999994,37.599999999999994,135682 -> 135680 | Manchester to Hazel Grove | AM peak
135682 -> 135680,135682,135680,Manchester to Hazel Grove,Evening off-peak,E01005916,Warwick Road,Heaton Road,149,377.97300000000087,6.0,14.0,0.14,0.3598302960000008,14.000000000000002,59.0,86.0,135682 -> 135680 | Manchester to Hazel Grove | Evening off-peak
135682 -> 135680,135682,135680,Manchester to Hazel Grove,Night/Early morning off-peak,E01005916,Warwick Road,Heaton Road,72,377.97300000000087,13.0,23.0,0.23,0.5911497720000014,23.0,50.0,77.0,135682 -> 135680 | Manchester to Hazel Grove | Night/Early morning off-peak
135682 -> 135680,135682,135680,Manchester to Hazel Grove,PM interpeak,E01005916,Warwick Road,Heaton Road,94,377.97300000000087,26.0,43.400000000000006,0.43400000000000005,1.1154739176000028,43.400000000000006,29.599999999999994,56.599999999999994,135682 -> 135680 | Manchester to Hazel Grove | PM interpeak
135682 -> 135680,135682,135680,Manchester to Hazel Grove,PM peak,E01005916,Warwick Road,Heaton Road,151,377.97300000000087,25.0,37.0,0.37,0.9509800680000022,37.0,36.0,63.0,135682 -> 135680 | Manchester to Hazel Grove | PM peak
135683 -> 135684,135683,135684,Manchester to Hazel Grove,AM interpeak,E01005917,Belmont Bridge,Belmont Way,192,267.6149999999998,20.0,35.0,0.35,0.6369236999999994,35.0,38.0,65.0,135683 -> 135684 | Manchester to Hazel Grove | AM interpeak
135683 -> 135684,135683,135684,Manchester to Hazel Grove,AM peak,E01005917,Belmont Bridge,Belmont Way,105,267.6149999999998,24.0,59.60000000000001,0.5960000000000001,1.0845900719999992,59.60000000000001,13.399999999999991,40.39999999999999,135683 -> 135684 | Manchester to Hazel Grove | AM peak
135683 -> 135684,135683,135684,Manchester to Hazel Grove,Evening off-peak,E01005917,Belmont Bridge,Belmont Way,148,267.6149999999998,6.0,13.0,0.13,0.2365716599999998,13.0,60.0,87.0,135683 -> 135684 | Manchester to Hazel Grove | Evening off-peak
135683 -> 135684,135683,135684,Manchester to Hazel Grove,Night/Early morning off-peak,E01005917,Belmont Bridge,Belmont Way,73,267.6149999999998,12.0,22.0,0.22,0.40035203999999963,22.0,51.0,78.0,135683 -> 135684 | Manchester to Hazel Grove | Night/Early morning off-peak
135683 -> 135684,135683,135684,Manchester to Hazel Grove,PM interpeak,E01005917,Belmont Bridge,Belmont Way,95,267.6149999999998,25.0,40.60000000000001,0.4060000000000001,0.7388314919999995,40.60000000000001,32.39999999999999,59.39999999999999,135683 -> 135684 | Manchester to Hazel Grove | PM interpeak
135683 -> 135684,135683,135684,Manchester to Hazel Grove,PM peak,E01005917,Belmont Bridge,Belmont Way,153,267.6149999999998,23.0,34.80000000000001,0.3480000000000001,0.6332841359999997,34.80000000000001,38.19999999999999,65.19999999999999,135683 -> 135684 | Manchester to Hazel Grove | PM peak
135684 -> 135685,135684,135685,Manchester to Hazel Grove,AM interpeak,E01005917,Belmont Way,Kingsgate,192,305.7340000000004,21.0,33.0,0.33,0.6860670960000009,33.0,40.0,67.0,135684 -> 135685 | Manchester to Hazel Grove | AM interpeak
135684 -> 135685,135684,135685,Manchester to Hazel Grove,AM peak,E01005917,Belmont Way,Kingsgate,106,305.7340000000004,22.0,60.0,0.6,1.2473947200000015,60.0,13.0,40.0,135684 -> 135685 | Manchester to Hazel Grove | AM peak
135684 -> 135685,135684,135685,Manchester to Hazel Grove,Evening off-peak,E01005917,Belmont Way,Kingsgate,149,305.7340000000004,6.0,13.200000000000017,0.13200000000000017,0.2744268384000007,13.200000000000017,59.79999999999998,86.79999999999998,135684 -> 135685 | Manchester to Hazel Grove | Evening off-peak
135684 -> 135685,135684,135685,Manchester to Hazel Grove,Night/Early morning off-peak,E01005917,Belmont Way,Kingsgate,73,305.7340000000004,12.0,22.0,0.22,0.4573780640000006,22.0,51.0,78.0,135684 -> 135685 | Manchester to Hazel Grove | Night/Early morning off-peak
135684 -> 135685,135684,135685,Manchester to Hazel Grove,PM interpeak,E01005917,Belmont Way,Kingsgate,95,305.7340000000004,24.0,38.0,0.38,0.790016656000001,38.0,35.0,62.0,135684 -> 135685 | Manchester to Hazel Grove | PM interpeak
135684 -> 135685,135684,135685,Manchester to Hazel Grove,PM peak,E01005917,Belmont Way,Kingsgate,151,305.7340000000004,21.0,31.0,0.31,0.6444872720000009,31.0,42.0,69.0,135684 -> 135685 | Manchester to Hazel Grove | PM peak
135685 -> 134397,135685,134397,Manchester to Hazel Grove,AM interpeak,E01005917,Kingsgate,Mersey Square,144,332.8119999999999,22.0,34.70000000000002,0.34700000000000014,0.7853031952000001,34.70000000000002,38.29999999999998,65.29999999999998,135685 -> 134397 | Manchester to Hazel Grove | AM interpeak
135685 -> 134397,135685,134397,Manchester to Hazel Grove,AM peak,E01005917,Kingsgate,Mersey Square,102,332.8119999999999,21.0,58.70000000000002,0.5870000000000002,1.3284523791999996,58.70000000000002,14.299999999999983,41.29999999999998,135685 -> 134397 | Manchester to Hazel Grove | AM peak
135685 -> 134397,135685,134397,Manchester to Hazel Grove,Evening off-peak,E01005917,Kingsgate,Mersey Square,107,332.8119999999999,7.0,15.0,0.15,0.33946823999999987,15.0,58.0,85.0,135685 -> 134397 | Manchester to Hazel Grove | Evening off-peak
135685 -> 134397,135685,134397,Manchester to Hazel Grove,Night/Early morning off-peak,E01005917,Kingsgate,Mersey Square,72,332.8119999999999,12.0,20.9,0.209,0.4729924143999998,20.9,52.1,79.1,135685 -> 134397 | Manchester to Hazel Grove | Night/Early morning off-peak
135685 -> 134397,135685,134397,Manchester to Hazel Grove,PM interpeak,E01005917,Kingsgate,Mersey Square,93,332.8119999999999,22.0,36.599999999999994,0.36599999999999994,0.8283025055999996,36.599999999999994,36.400000000000006,63.400000000000006,135685 -> 134397 | Manchester to Hazel Grove | PM interpeak
135685 -> 134397,135685,134397,Manchester to Hazel Grove,PM peak,E01005917,Kingsgate,Mersey Square,136,332.8119999999999,21.0,30.5,0.305,0.6902520879999998,30.5,42.5,69.5,135685 -> 134397 | Manchester to Hazel Grove | PM peak
135685 -> 135792,135685,135792,Manchester to Hazel Grove,AM interpeak,E01005917,Kingsgate,Mersey Square,48,317.27499999999964,6.0,11.0,0.11,0.23732169999999972,11.0,62.0,89.0,135685 -> 135792 | Manchester to Hazel Grove | AM interpeak
135685 -> 135792,135685,135792,Manchester to Hazel Grove,AM peak,E01005917,Kingsgate,Mersey Square,3,317.27499999999964,4.0,4.0,0.04,0.08629879999999991,4.0,69.0,96.0,135685 -> 135792 | Manchester to Hazel Grove | AM peak
135685 -> 135792,135685,135792,Manchester to Hazel Grove,Evening off-peak,E01005917,Kingsgate,Mersey Square,42,317.27499999999964,2.0,5.0,0.05,0.10787349999999989,5.0,68.0,95.0,135685 -> 135792 | Manchester to Hazel Grove | Evening off-peak
135685 -> 135792,135685,135792,Manchester to Hazel Grove,Night/Early morning off-peak,E01005917,Kingsgate,Mersey Square,1,317.27499999999964,1.0,1.0,0.01,0.021574699999999978,1.0,72.0,99.0,135685 -> 135792 | Manchester to Hazel Grove | Night/Early morning off-peak
135685 -> 135792,135685,135792,Manchester to Hazel Grove,PM interpeak,E01005917,Kingsgate,Mersey Square,2,317.27499999999964,7.5,9.5,0.095,0.2049596499999998,9.5,63.5,90.5,135685 -> 135792 | Manchester to Hazel Grove | PM interpeak
135685 -> 135792,135685,135792,Manchester to Hazel Grove,PM peak,E01005917,Kingsgate,Mersey Square,16,317.27499999999964,4.5,11.0,0.11,0.23732169999999972,11.0,62.0,89.0,135685 -> 135792 | Manchester to Hazel Grove | PM peak
135687 -> 133049,135687,133049,Manchester to Hazel Grove,AM interpeak,E01033948,Stockport College,Brentnall Street,145,299.02000000000044,18.0,31.0,0.31,0.630334160000001,31.0,42.0,69.0,135687 -> 133049 | Manchester to Hazel Grove | AM interpeak
135687 -> 133049,135687,133049,Manchester to Hazel Grove,AM peak,E01033948,Stockport College,Brentnall Street,101,299.02000000000044,16.0,50.0,0.5,1.0166680000000015,50.0,23.0,50.0,135687 -> 133049 | Manchester to Hazel Grove | AM peak
135687 -> 133049,135687,133049,Manchester to Hazel Grove,Evening off-peak,E01033948,Stockport College,Brentnall Street,109,299.02000000000044,7.0,13.0,0.13,0.2643336800000004,13.0,60.0,87.0,135687 -> 133049 | Manchester to Hazel Grove | Evening off-peak
135687 -> 133049,135687,133049,Manchester to Hazel Grove,Night/Early morning off-peak,E01033948,Stockport College,Brentnall Street,86,299.02000000000044,10.0,17.5,0.175,0.35583380000000053,17.5,55.5,82.5,135687 -> 133049 | Manchester to Hazel Grove | Night/Early morning off-peak
135687 -> 133049,135687,133049,Manchester to Hazel Grove,PM interpeak,E01033948,Stockport College,Brentnall Street,72,299.02000000000044,18.5,34.8,0.348,0.707600928000001,34.8,38.2,65.2,135687 -> 133049 | Manchester to Hazel Grove | PM interpeak
135687 -> 133049,135687,133049,Manchester to Hazel Grove,PM peak,E01033948,Stockport College,Brentnall Street,109,299.02000000000044,16.0,28.200000000000003,0.28200000000000003,0.573400752000001,28.200000000000003,44.8,71.8,135687 -> 133049 | Manchester to Hazel Grove | PM peak
135687 -> 134517,135687,134517,Manchester to Hazel Grove,AM peak,E01033948,Stockport College,Wellington Road South,9,635.4079999999994,4.0,9.0,0.09,0.38886969599999965,9.0,64.0,91.0,135687 -> 134517 | Manchester to Hazel Grove | AM peak
135687 -> 134517,135687,134517,Manchester to Hazel Grove,PM interpeak,E01033948,Stockport College,Wellington Road South,20,635.4079999999994,8.0,12.200000000000003,0.12200000000000003,0.5271344767999996,12.200000000000003,60.8,87.8,135687 -> 134517 | Manchester to Hazel Grove | PM interpeak
135687 -> 134517,135687,134517,Manchester to Hazel Grove,PM peak,E01033948,Stockport College,Wellington Road South,30,635.4079999999994,3.0,7.100000000000001,0.07100000000000002,0.3067749823999998,7.100000000000002,65.9,92.9,135687 -> 134517 | Manchester to Hazel Grove | PM peak
135689 -> 135634,135689,135634,Hazel Grove to Manchester,AM interpeak,E01005841,Hazel Grove Park & Ride,Norbury Church,72,331.047,2.0,3.0,0.03,0.067533588,3.0,70.0,97.0,135689 -> 135634 | Hazel Grove to Manchester | AM interpeak
135689 -> 135634,135689,135634,Hazel Grove to Manchester,AM peak,E01005841,Hazel Grove Park & Ride,Norbury Church,60,331.047,3.0,5.0,0.05,0.11255598000000001,5.0,68.0,95.0,135689 -> 135634 | Hazel Grove to Manchester | AM peak
135689 -> 135634,135689,135634,Hazel Grove to Manchester,Evening off-peak,E01005841,Hazel Grove Park & Ride,Norbury Church,102,331.047,1.0,2.0,0.02,0.04502239200000001,2.0,71.0,98.0,135689 -> 135634 | Hazel Grove to Manchester | Evening off-peak
135689 -> 135634,135689,135634,Hazel Grove to Manchester,Night/Early morning off-peak,E01005841,Hazel Grove Park & Ride,Norbury Church,72,331.047,1.0,2.8999999999999986,0.028999999999999984,0.06528246839999997,2.8999999999999986,70.1,97.1,135689 -> 135634 | Hazel Grove to Manchester | Night/Early morning off-peak
135689 -> 135634,135689,135634,Hazel Grove to Manchester,PM interpeak,E01005841,Hazel Grove Park & Ride,Norbury Church,36,331.047,2.0,5.0,0.05,0.11255598000000001,5.0,68.0,95.0,135689 -> 135634 | Hazel Grove to Manchester | PM interpeak
135689 -> 135634,135689,135634,Hazel Grove to Manchester,PM peak,E01005841,Hazel Grove Park & Ride,Norbury Church,59,331.047,2.0,4.0,0.04,0.09004478400000002,4.0,69.0,96.0,135689 -> 135634 | Hazel Grove to Manchester | PM peak
48350 -> 48535,48350,48535,Hazel Grove to Manchester,AM interpeak,E01033654,Travis Street,Minshull Street South,193,259.9989999999998,3.0,6.0,0.06,0.10608,6.0,67.0,94.0,48350 -> 48535 | Hazel Grove to Manchester | AM interpeak
48350 -> 48535,48350,48535,Hazel Grove to Manchester,AM peak,E01033654,Travis Street,Minshull Street South,114,259.9989999999998,9.0,19.0,0.19,0.3359187079999998,19.0,54.0,81.0,48350 -> 48535 | Hazel Grove to Manchester | AM peak
48350 -> 48535,48350,48535,Hazel Grove to Manchester,Evening off-peak,E01033654,Travis Street,Minshull Street South,124,259.9989999999998,15.0,21.0,0.21,0.3712785719999997,21.0,52.0,79.0,48350 -> 48535 | Hazel Grove to Manchester | Evening off-peak
48350 -> 48535,48350,48535,Hazel Grove to Manchester,Night/Early morning off-peak,E01033654,Travis Street,Minshull Street South,81,259.9989999999998,22.0,34.0,0.34,0.6011176879999995,34.0,39.0,66.0,48350 -> 48535 | Hazel Grove to Manchester | Night/Early morning off-peak
48350 -> 48535,48350,48535,Hazel Grove to Manchester,PM interpeak,E01033654,Travis Street,Minshull Street South,100,259.9989999999998,14.5,22.0,0.22,0.38895865359999976,22.0,51.0,78.0,48350 -> 48535 | Hazel Grove to Manchester | PM interpeak
48350 -> 48535,48350,48535,Hazel Grove to Manchester,PM peak,E01033654,Travis Street,Minshull Street South,150,260.0,13.0,20.0,0.2,0.3536,20.0,53.0,80.0,48350 -> 48535 | Hazel Grove to Manchester | PM peak
48356 -> 54154,48356,54154,Manchester to Hazel Grove,AM interpeak,E01033654,Travis Street,Ardwick Green Park,195,528.2570000000001,2.0,4.0,0.04,0.14368590400000003,4.0,69.0,96.0,48356 -> 54154 | Manchester to Hazel Grove | AM interpeak
48356 -> 54154,48356,54154,Manchester to Hazel Grove,AM peak,E01033654,Travis Street,Ardwick Green Park,115,528.2570000000001,8.0,15.0,0.15,0.5388221400000001,15.0,58.0,85.0,48356 -> 54154 | Manchester to Hazel Grove | AM peak
48356 -> 54154,48356,54154,Manchester to Hazel Grove,Evening off-peak,E01033654,Travis Street,Ardwick Green Park,132,528.2570000000001,2.5,6.0,0.06,0.21552885600000002,6.0,67.0,94.0,48356 -> 54154 | Manchester to Hazel Grove | Evening off-peak
48356 -> 54154,48356,54154,Manchester to Hazel Grove,Night/Early morning off-peak,E01033654,Travis Street,Ardwick Green Park,75,528.2570000000001,4.0,10.600000000000009,0.1060000000000001,0.38076764560000037,10.600000000000009,62.39999999999999,89.39999999999999,48356 -> 54154 | Manchester to Hazel Grove | Night/Early morning off-peak
48356 -> 54154,48356,54154,Manchester to Hazel Grove,PM interpeak,E01033654,Travis Street,Ardwick Green Park,97,528.2570000000001,9.0,16.0,0.16,0.5747436160000001,16.0,57.0,84.0,48356 -> 54154 | Manchester to Hazel Grove | PM interpeak
48356 -> 54154,48356,54154,Manchester to Hazel Grove,PM peak,E01033654,Travis Street,Ardwick Green Park,152,528.2570000000001,9.0,15.0,0.15,0.5388221400000001,15.0,58.0,85.0,48356 -> 54154 | Manchester to Hazel Grove | PM peak
48363 -> 48356,48363,48356,Manchester to Hazel Grove,AM interpeak,E01033661,Manchester Piccadilly Rail Station,Travis Street,195,168.13199999999995,1.0,3.0,0.03,0.034298927999999985,3.0,70.0,97.0,48363 -> 48356 | Manchester to Hazel Grove | AM interpeak
48363 -> 48356,48363,48356,Manchester to Hazel Grove,AM peak,E01033661,Manchester Piccadilly Rail Station,Travis Street,115,168.13199999999995,5.0,10.0,0.1,0.11432975999999997,10.0,63.0,90.0,48363 -> 48356 | Manchester to Hazel Grove | AM peak
48363 -> 48356,48363,48356,Manchester to Hazel Grove,Evening off-peak,E01033661,Manchester Piccadilly Rail Station,Travis Street,132,168.13199999999995,2.0,4.0,0.04,0.04573190399999999,4.0,69.0,96.0,48363 -> 48356 | Manchester to Hazel Grove | Evening off-peak
48363 -> 48356,48363,48356,Manchester to Hazel Grove,Night/Early morning off-peak,E01033661,Manchester Piccadilly Rail Station,Travis Street,75,168.13199999999995,3.0,7.0,0.07,0.08003083199999997,7.000000000000001,66.0,93.0,48363 -> 48356 | Manchester to Hazel Grove | Night/Early morning off-peak
48363 -> 48356,48363,48356,Manchester to Hazel Grove,PM interpeak,E01033661,Manchester Piccadilly Rail Station,Travis Street,98,168.13199999999995,6.0,11.0,0.11,0.12576273599999996,11.0,62.0,89.0,48363 -> 48356 | Manchester to Hazel Grove | PM interpeak
48363 -> 48356,48363,48356,Manchester to Hazel Grove,PM peak,E01033661,Manchester Piccadilly Rail Station,Travis Street,151,168.13199999999995,6.0,10.0,0.1,0.11432975999999997,10.0,63.0,90.0,48363 -> 48356 | Manchester to Hazel Grove | PM peak
48378 -> 48363,48378,48363,Manchester to Hazel Grove,AM interpeak,E01033653,Piccadilly,Manchester Piccadilly Rail Station,195,392.812,1.0,2.0,0.02,0.053422432000000006,2.0,71.0,98.0,48378 -> 48363 | Manchester to Hazel Grove | AM interpeak
48378 -> 48363,48378,48363,Manchester to Hazel Grove,AM peak,E01033653,Piccadilly,Manchester Piccadilly Rail Station,115,392.812,3.0,6.0,0.06,0.16026729599999998,6.0,67.0,94.0,48378 -> 48363 | Manchester to Hazel Grove | AM peak
48378 -> 48363,48378,48363,Manchester to Hazel Grove,Evening off-peak,E01033653,Piccadilly,Manchester Piccadilly Rail Station,132,392.812,1.0,3.0,0.03,0.08013364799999999,3.0,70.0,97.0,48378 -> 48363 | Manchester to Hazel Grove | Evening off-peak
48378 -> 48363,48378,48363,Manchester to Hazel Grove,Night/Early morning off-peak,E01033653,Piccadilly,Manchester Piccadilly Rail Station,75,392.812,1.0,4.0,0.04,0.10684486400000001,4.0,69.0,96.0,48378 -> 48363 | Manchester to Hazel Grove | Night/Early morning off-peak
48378 -> 48363,48378,48363,Manchester to Hazel Grove,PM interpeak,E01033653,Piccadilly,Manchester Piccadilly Rail Station,98,392.812,3.0,6.0,0.06,0.16026729599999998,6.0,67.0,94.0,48378 -> 48363 | Manchester to Hazel Grove | PM interpeak
48378 -> 48363,48378,48363,Manchester to Hazel Grove,PM peak,E01033653,Piccadilly,Manchester Piccadilly Rail Station,151,392.812,3.0,6.0,0.06,0.16026729599999998,6.0,67.0,94.0,48378 -> 48363 | Manchester to Hazel Grove | PM peak
48535 -> 50826,48535,50826,Hazel Grove to Manchester,AM interpeak,E01033654,Minshull Street South,Minshull Street,193,168.6790000000001,3.0,6.0,0.06,0.06882095040000001,6.0,67.0,94.0,48535 -> 50826 | Hazel Grove to Manchester | AM interpeak
48535 -> 50826,48535,50826,Hazel Grove to Manchester,AM peak,E01033654,Minshull Street South,Minshull Street,113,168.6790000000001,10.0,19.599999999999994,0.19599999999999995,0.22481537120000006,19.599999999999994,53.400000000000006,80.4,48535 -> 50826 | Hazel Grove to Manchester | AM peak
48535 -> 50826,48535,50826,Hazel Grove to Manchester,Evening off-peak,E01033654,Minshull Street South,Minshull Street,124,168.6790000000001,15.0,21.0,0.21,0.2408736120000001,21.0,52.0,79.0,48535 -> 50826 | Hazel Grove to Manchester | Evening off-peak
48535 -> 50826,48535,50826,Hazel Grove to Manchester,Night/Early morning off-peak,E01033654,Minshull Street South,Minshull Street,81,168.6790000000001,21.0,32.0,0.32,0.3670455040000002,32.0,41.0,68.0,48535 -> 50826 | Hazel Grove to Manchester | Night/Early morning off-peak
48535 -> 50826,48535,50826,Hazel Grove to Manchester,PM interpeak,E01033654,Minshull Street South,Minshull Street,99,168.6790000000001,14.0,21.200000000000003,0.21200000000000002,0.24316764640000013,21.200000000000003,51.8,78.8,48535 -> 50826 | Hazel Grove to Manchester | PM interpeak
48535 -> 50826,48535,50826,Hazel Grove to Manchester,PM peak,E01033654,Minshull Street South,Minshull Street,152,168.67799999999988,13.0,19.0,0.19,0.21793197599999986,19.0,54.0,81.0,48535 -> 50826 | Hazel Grove to Manchester | PM peak
48642 -> 48669,48642,48669,Manchester to Hazel Grove,AM interpeak,E01005221,Carrill Grove,Albert Road,193,204.14199999999983,10.0,16.0,0.16,0.22210649599999982,16.0,57.0,84.0,48642 -> 48669 | Manchester to Hazel Grove | AM interpeak
48642 -> 48669,48642,48669,Manchester to Hazel Grove,AM peak,E01005221,Carrill Grove,Albert Road,109,204.14199999999983,31.0,72.0,0.72,0.9994792319999991,72.0,1.0,28.0,48642 -> 48669 | Manchester to Hazel Grove | AM peak
48642 -> 48669,48642,48669,Manchester to Hazel Grove,Evening off-peak,E01005221,Carrill Grove,Albert Road,141,204.14199999999983,8.0,16.0,0.16,0.22210649599999982,16.0,57.0,84.0,48642 -> 48669 | Manchester to Hazel Grove | Evening off-peak
48642 -> 48669,48642,48669,Manchester to Hazel Grove,Night/Early morning off-peak,E01005221,Carrill Grove,Albert Road,74,204.14199999999983,17.5,27.700000000000003,0.2770000000000001,0.3845218711999997,27.700000000000006,45.3,72.3,48642 -> 48669 | Manchester to Hazel Grove | Night/Early morning off-peak
48642 -> 48669,48642,48669,Manchester to Hazel Grove,PM interpeak,E01005221,Carrill Grove,Albert Road,96,204.14199999999983,32.5,51.0,0.51,0.7079644559999994,51.0,22.0,49.0,48642 -> 48669 | Manchester to Hazel Grove | PM interpeak
48642 -> 48669,48642,48669,Manchester to Hazel Grove,PM peak,E01005221,Carrill Grove,Albert Road,153,204.14199999999983,32.0,46.0,0.46,0.6385561759999995,46.0,27.0,54.0,48642 -> 48669 | Manchester to Hazel Grove | PM peak
48651 -> 48677,48651,48677,Manchester to Hazel Grove,AM interpeak,E01005221,Delamere Road,Crayfield Road,193,191.53700000000026,12.0,18.80000000000001,0.1880000000000001,0.2448609008000005,18.80000000000001,54.19999999999999,81.19999999999999,48651 -> 48677 | Manchester to Hazel Grove | AM interpeak
48651 -> 48677,48651,48677,Manchester to Hazel Grove,AM peak,E01005221,Delamere Road,Crayfield Road,110,191.53700000000026,30.0,76.10000000000001,0.7610000000000001,0.9911656676000015,76.10000000000001,-3.1000000000000085,23.89999999999999,48651 -> 48677 | Manchester to Hazel Grove | AM peak
48651 -> 48677,48651,48677,Manchester to Hazel Grove,Evening off-peak,E01005221,Delamere Road,Crayfield Road,142,191.53700000000026,8.0,17.0,0.17,0.2214167720000003,17.0,56.0,83.0,48651 -> 48677 | Manchester to Hazel Grove | Evening off-peak
48651 -> 48677,48651,48677,Manchester to Hazel Grove,Night/Early morning off-peak,E01005221,Delamere Road,Crayfield Road,73,191.53700000000026,16.0,27.799999999999997,0.27799999999999997,0.3620815448000005,27.799999999999997,45.2,72.2,48651 -> 48677 | Manchester to Hazel Grove | Night/Early morning off-peak
48651 -> 48677,48651,48677,Manchester to Hazel Grove,PM interpeak,E01005221,Delamere Road,Crayfield Road,95,191.53700000000026,32.0,49.60000000000001,0.4960000000000001,0.646015993600001,49.60000000000001,23.39999999999999,50.39999999999999,48651 -> 48677 | Manchester to Hazel Grove | PM interpeak
48651 -> 48677,48651,48677,Manchester to Hazel Grove,PM peak,E01005221,Delamere Road,Crayfield Road,153,191.53700000000026,32.0,45.0,0.45,0.5861032200000008,45.0,28.0,55.0,48651 -> 48677 | Manchester to Hazel Grove | PM peak
48654 -> 48835,48654,48835,Hazel Grove to Manchester,AM interpeak,E01005238,Longden Road,East Road,193,387.6270000000004,6.0,10.0,0.1,0.2635863600000003,10.0,63.0,90.0,48654 -> 48835 | Hazel Grove to Manchester | AM interpeak
48654 -> 48835,48654,48835,Hazel Grove to Manchester,AM peak,E01005238,Longden Road,East Road,123,387.6270000000004,9.0,17.0,0.17,0.4480968120000004,17.0,56.0,83.0,48654 -> 48835 | Hazel Grove to Manchester | AM peak
48654 -> 48835,48654,48835,Hazel Grove to Manchester,Evening off-peak,E01005238,Longden Road,East Road,120,387.6270000000004,19.0,28.10000000000001,0.2810000000000001,0.740677671600001,28.10000000000001,44.89999999999999,71.89999999999999,48654 -> 48835 | Hazel Grove to Manchester | Evening off-peak
48654 -> 48835,48654,48835,Hazel Grove to Manchester,Night/Early morning off-peak,E01005238,Longden Road,East Road,79,387.6270000000004,26.0,42.0,0.42,1.107062712000001,42.0,31.0,58.0,48654 -> 48835 | Hazel Grove to Manchester | Night/Early morning off-peak
48654 -> 48835,48654,48835,Hazel Grove to Manchester,PM interpeak,E01005238,Longden Road,East Road,100,387.6270000000004,12.0,20.0,0.2,0.5271727200000006,20.0,53.0,80.0,48654 -> 48835 | Hazel Grove to Manchester | PM interpeak
48654 -> 48835,48654,48835,Hazel Grove to Manchester,PM peak,E01005238,Longden Road,East Road,147,387.6270000000004,20.0,28.0,0.28,0.7380418080000007,28.000000000000004,45.0,72.0,48654 -> 48835 | Hazel Grove to Manchester | PM peak
