segment_id,stop_id,next_stop_id,Direction,detailed_time_period,LSOA21CD,stop_name,next_stop_name,observations,median_distance_m,median_passengers,p90_passengers,p90_capacity_utilisation,p90_pmd_tkm,p90_capacity_pct,seated_headroom_p90,total_headroom_p90,hotspot_key
48657 -> 48663,48657,48663,Manchester to Hazel Grove,AM interpeak,E01034137,Longden Road,Portville Road,194,305.85000000000036,8.0,13.0,0.13,0.2703714000000003,13.0,60.0,87.0,48657 -> 48663 | Manchester to Hazel Grove | AM interpeak
48657 -> 48663,48657,48663,Manchester to Hazel Grove,AM peak,E01034137,Longden Road,Portville Road,110,305.85000000000036,30.5,63.20000000000002,0.6320000000000002,1.3144209600000019,63.200000000000024,9.799999999999983,36.79999999999998,48657 -> 48663 | Manchester to Hazel Grove | AM peak
48657 -> 48663,48657,48663,Manchester to Hazel Grove,Evening off-peak,E01034137,Longden Road,Portville Road,141,305.85000000000036,8.0,15.0,0.15,0.3119670000000004,15.0,58.0,85.0,48657 -> 48663 | Manchester to Hazel Grove | Evening off-peak
48657 -> 48663,48657,48663,Manchester to Hazel Grove,Night/Early morning off-peak,E01034137,Longden Road,Portville Road,73,305.85000000000036,16.0,25.0,0.25,0.5199450000000005,25.0,48.0,75.0,48657 -> 48663 | Manchester to Hazel Grove | Night/Early morning off-peak
48657 -> 48663,48657,48663,Manchester to Hazel Grove,PM interpeak,E01034137,Longden Road,Portville Road,96,305.85000000000036,33.0,48.5,0.485,1.0086933000000011,48.5,24.5,51.5,48657 -> 48663 | Manchester to Hazel Grove | PM interpeak
48657 -> 48663,48657,48663,Manchester to Hazel Grove,PM peak,E01034137,Longden Road,Portville Road,152,305.85000000000036,30.5,44.0,0.44,0.915103200000001,44.0,29.0,56.0,48657 -> 48663 | Manchester to Hazel Grove | PM peak
48660 -> 48654,48660,48654,Hazel Grove to Manchester,AM interpeak,E01005219,Woodfold Avenue,Longden Road,192,287.02299999999923,6.0,10.0,0.1,0.1951756399999995,10.0,63.0,90.0,48660 -> 48654 | Hazel Grove to Manchester | AM interpeak
48660 -> 48654,48660,48654,Hazel Grove to Manchester,AM peak,E01005219,Woodfold Avenue,Longden Road,123,287.02299999999923,10.0,16.0,0.16,0.3122810239999992,16.0,57.0,84.0,48660 -> 48654 | Hazel Grove to Manchester | AM peak
48660 -> 48654,48660,48654,Hazel Grove to Manchester,Evening off-peak,E01005219,Woodfold Avenue,Longden Road,120,287.02299999999923,19.0,30.0,0.3,0.5855269199999985,30.0,43.0,70.0,48660 -> 48654 | Hazel Grove to Manchester | Evening off-peak
48660 -> 48654,48660,48654,Hazel Grove to Manchester,Night/Early morning off-peak,E01005219,Woodfold Avenue,Longden Road,81,287.02299999999923,27.0,42.0,0.42,0.8197376879999978,42.0,31.0,58.0,48660 -> 48654 | Hazel Grove to Manchester | Night/Early morning off-peak
48660 -> 48654,48660,48654,Hazel Grove to Manchester,PM interpeak,E01005219,Woodfold Avenue,Longden Road,99,287.02299999999923,12.0,19.200000000000003,0.19200000000000003,0.3747372287999991,19.200000000000003,53.8,80.8,48660 -> 48654 | Hazel Grove to Manchester | PM interpeak
48660 -> 48654,48660,48654,Hazel Grove to Manchester,PM peak,E01005219,Woodfold Avenue,Longden Road,147,287.02299999999923,20.0,28.0,0.28,0.5464917919999985,28.000000000000004,45.0,72.0,48660 -> 48654 | Hazel Grove to Manchester | PM peak
48663 -> 48642,48663,48642,Manchester to Hazel Grove,AM interpeak,E01034138,Portville Road,Carrill Grove,193,184.83399999999983,9.0,14.0,0.14,0.17596196799999983,14.000000000000002,59.0,86.0,48663 -> 48642 | Manchester to Hazel Grove | AM interpeak
48663 -> 48642,48663,48642,Manchester to Hazel Grove,AM peak,E01034138,Portville Road,Carrill Grove,110,184.83399999999983,30.5,68.10000000000001,0.6810000000000002,0.8559292871999993,68.10000000000002,4.8999999999999915,31.89999999999999,48663 -> 48642 | Manchester to Hazel Grove | AM peak
48663 -> 48642,48663,48642,Manchester to Hazel Grove,Evening off-peak,E01034138,Portville Road,Carrill Grove,142,184.83399999999983,8.0,17.0,0.17,0.2136681039999998,17.0,56.0,83.0,48663 -> 48642 | Manchester to Hazel Grove | Evening off-peak
48663 -> 48642,48663,48642,Manchester to Hazel Grove,Night/Early morning off-peak,E01034138,Portville Road,Carrill Grove,73,184.83399999999983,16.0,26.799999999999997,0.26799999999999996,0.33684148159999966,26.799999999999997,46.2,73.2,48663 -> 48642 | Manchester to Hazel Grove | Night/Early morning off-peak
48663 -> 48642,48663,48642,Manchester to Hazel Grove,PM interpeak,E01034138,Portville Road,Carrill Grove,96,184.83399999999983,33.5,50.5,0.505,0.6347199559999994,50.5,22.5,49.5,48663 -> 48642 | Manchester to Hazel Grove | PM interpeak
48663 -> 48642,48663,48642,Manchester to Hazel Grove,PM peak,E01034138,Portville Road,Carrill Grove,152,184.83399999999983,31.5,46.0,0.46,0.5781607519999995,46.0,27.0,54.0,48663 -> 48642 | Manchester to Hazel Grove | PM peak
48666 -> 48660,48666,48660,Hazel Grove to Manchester,AM interpeak,E01005219,Carrill Grove,Woodfold Avenue,192,257.0030000000006,7.0,10.0,0.1,0.17476204000000042,10.0,63.0,90.0,48666 -> 48660 | Hazel Grove to Manchester | AM interpeak
48666 -> 48660,48666,48660,Hazel Grove to Manchester,AM peak,E01005219,Carrill Grove,Woodfold Avenue,123,257.0030000000006,10.0,15.0,0.15,0.2621430600000006,15.0,58.0,85.0,48666 -> 48660 | Hazel Grove to Manchester | AM peak
48666 -> 48660,48666,48660,Hazel Grove to Manchester,Evening off-peak,E01005219,Carrill Grove,Woodfold Avenue,120,257.0030000000006,21.0,31.0,0.31,0.5417623240000012,31.0,42.0,69.0,48666 -> 48660 | Hazel Grove to Manchester | Evening off-peak
48666 -> 48660,48666,48660,Hazel Grove to Manchester,Night/Early morning off-peak,E01005219,Carrill Grove,Woodfold Avenue,81,257.0030000000006,29.0,41.0,0.41,0.7165243640000016,41.0,32.0,59.0,48666 -> 48660 | Hazel Grove to Manchester | Night/Early morning off-peak
48666 -> 48660,48666,48660,Hazel Grove to Manchester,PM interpeak,E01005219,Carrill Grove,Woodfold Avenue,100,257.0030000000006,12.0,19.10000000000001,0.1910000000000001,0.33379549640000095,19.10000000000001,53.89999999999999,80.89999999999999,48666 -> 48660 | Hazel Grove to Manchester | PM interpeak
48666 -> 48660,48666,48660,Hazel Grove to Manchester,PM peak,E01005219,Carrill Grove,Woodfold Avenue,146,257.0030000000006,20.0,29.0,0.29,0.5068099160000011,28.999999999999996,44.0,71.0,48666 -> 48660 | Hazel Grove to Manchester | PM peak
48669 -> 48651,48669,48651,Manchester to Hazel Grove,AM interpeak,E01005221,Albert Road,Delamere Road,193,202.44700000000012,11.0,17.0,0.17,0.23402873200000013,17.0,56.0,83.0,48669 -> 48651 | Manchester to Hazel Grove | AM interpeak
48669 -> 48651,48669,48651,Manchester to Hazel Grove,AM peak,E01005221,Albert Road,Delamere Road,110,202.44700000000012,31.0,76.0,0.76,1.0462460960000006,76.0,-3.0,24.0,48669 -> 48651 | Manchester to Hazel Grove | AM peak
48669 -> 48651,48669,48651,Manchester to Hazel Grove,Evening off-peak,E01005221,Albert Road,Delamere Road,141,202.44700000000012,8.0,17.0,0.17,0.23402873200000013,17.0,56.0,83.0,48669 -> 48651 | Manchester to Hazel Grove | Evening off-peak
48669 -> 48651,48669,48651,Manchester to Hazel Grove,Night/Early morning off-peak,E01005221,Albert Road,Delamere Road,73,202.44700000000012,17.0,28.0,0.28,0.3854590880000002,28.000000000000004,45.0,72.0,48669 -> 48651 | Manchester to Hazel Grove | Night/Early morning off-peak
48669 -> 48651,48669,48651,Manchester to Hazel Grove,PM interpeak,E01005221,Albert Road,Delamere Road,96,202.44700000000012,33.0,52.0,0.52,0.7158525920000005,52.0,21.0,48.0,48669 -> 48651 | Manchester to Hazel Grove | PM interpeak
48669 -> 48651,48669,48651,Manchester to Hazel Grove,PM peak,E01005221,Albert Road,Delamere Road,153,202.44700000000012,32.0,47.80000000000001,0.4780000000000001,0.6580337288000006,47.80000000000001,25.19999999999999,52.19999999999999,48669 -> 48651 | Manchester to Hazel Grove | PM peak
48672 -> 48666,48672,48666,Hazel Grove to Manchester,AM interpeak,E01005221,Elbow Street,Carrill Grove,193,311.46299999999974,7.0,10.0,0.1,0.21179483999999982,10.0,63.0,90.0,48672 -> 48666 | Hazel Grove to Manchester | AM interpeak
48672 -> 48666,48672,48666,Hazel Grove to Manchester,AM peak,E01005221,Elbow Street,Carrill Grove,123,311.46299999999974,10.0,17.0,0.17,0.36005122799999967,17.0,56.0,83.0,48672 -> 48666 | Hazel Grove to Manchester | AM peak
48672 -> 48666,48672,48666,Hazel Grove to Manchester,Evening off-peak,E01005221,Elbow Street,Carrill Grove,119,311.46299999999974,19.0,31.0,0.31,0.6565640039999994,31.0,42.0,69.0,48672 -> 48666 | Hazel Grove to Manchester | Evening off-peak
48672 -> 48666,48672,48666,Hazel Grove to Manchester,Night/Early morning off-peak,E01005221,Elbow Street,Carrill Grove,81,311.46299999999974,29.0,41.0,0.41,0.8683588439999992,41.0,32.0,59.0,48672 -> 48666 | Hazel Grove to Manchester | Night/Early morning off-peak
48672 -> 48666,48672,48666,Hazel Grove to Manchester,PM interpeak,E01005221,Elbow Street,Carrill Grove,100,311.46299999999974,11.0,19.0,0.19,0.40241019599999966,19.0,54.0,81.0,48672 -> 48666 | Hazel Grove to Manchester | PM interpeak
48672 -> 48666,48672,48666,Hazel Grove to Manchester,PM peak,E01005221,Elbow Street,Carrill Grove,146,311.46299999999974,19.0,28.5,0.28500000000000003,0.6036152939999995,28.500000000000004,44.5,71.5,48672 -> 48666 | Hazel Grove to Manchester | PM peak
48675 -> 48672,48675,48672,Hazel Grove to Manchester,AM interpeak,E01005221,Crayfield Road,Elbow Street,192,221.54100000000017,6.0,10.900000000000006,0.10900000000000006,0.16420618920000027,10.900000000000006,62.099999999999994,89.1,48675 -> 48672 | Hazel Grove to Manchester | AM interpeak
48675 -> 48672,48675,48672,Hazel Grove to Manchester,AM peak,E01005221,Crayfield Road,Elbow Street,125,221.54100000000017,10.0,17.0,0.17,0.2561013960000012,17.0,56.0,83.0,48675 -> 48672 | Hazel Grove to Manchester | AM peak
48675 -> 48672,48675,48672,Hazel Grove to Manchester,Evening off-peak,E01005221,Crayfield Road,Elbow Street,118,221.54100000000108,20.0,29.0,0.29,0.4368788520000021,28.999999999999996,44.0,71.0,48675 -> 48672 | Hazel Grove to Manchester | Evening off-peak
48675 -> 48672,48675,48672,Hazel Grove to Manchester,Night/Early morning off-peak,E01005221,Crayfield Road,Elbow Street,81,221.54100000000017,27.0,42.0,0.42,0.6327210960000004,42.0,31.0,58.0,48675 -> 48672 | Hazel Grove to Manchester | Night/Early morning off-peak
48675 -> 48672,48675,48672,Hazel Grove to Manchester,PM interpeak,E01005221,Crayfield Road,Elbow Street,99,221.54100000000017,11.0,19.200000000000003,0.19200000000000003,0.28924392960000145,19.200000000000003,53.8,80.8,48675 -> 48672 | Hazel Grove to Manchester | PM interpeak
48675 -> 48672,48675,48672,Hazel Grove to Manchester,PM peak,E01005221,Crayfield Road,Elbow Street,147,221.54100000000017,19.0,29.0,0.29,0.43687885200000104,28.999999999999996,44.0,71.0,48675 -> 48672 | Hazel Grove to Manchester | PM peak
48677 -> 48680,48677,48680,Manchester to Hazel Grove,AM interpeak,E01005222,Crayfield Road,Broom Lane,192,199.52700000000004,13.0,20.0,0.2,0.27135672000000005,20.0,53.0,80.0,48677 -> 48680 | Manchester to Hazel Grove | AM interpeak
48677 -> 48680,48677,48680,Manchester to Hazel Grove,AM peak,E01005222,Crayfield Road,Broom Lane,110,199.52700000000004,30.0,74.10000000000001,0.7410000000000001,1.0053766476000003,74.10000000000001,-1.1000000000000085,25.89999999999999,48677 -> 48680 | Manchester to Hazel Grove | AM peak
48677 -> 48680,48677,48680,Manchester to Hazel Grove,Evening off-peak,E01005222,Crayfield Road,Broom Lane,144,199.52700000000004,8.0,16.0,0.16,0.21708537600000005,16.0,57.0,84.0,48677 -> 48680 | Manchester to Hazel Grove | Evening off-peak
48677 -> 48680,48677,48680,Manchester to Hazel Grove,Night/Early morning off-peak,E01005222,Crayfield Road,Broom Lane,73,199.52700000000004,16.0,25.799999999999997,0.25799999999999995,0.3500501688,25.799999999999994,47.2,74.2,48677 -> 48680 | Manchester to Hazel Grove | Night/Early morning off-peak
48677 -> 48680,48677,48680,Manchester to Hazel Grove,PM interpeak,E01005222,Crayfield Road,Broom Lane,96,199.52700000000004,32.0,49.0,0.49,0.6648239640000001,49.0,24.0,51.0,48677 -> 48680 | Manchester to Hazel Grove | PM interpeak
48677 -> 48680,48677,48680,Manchester to Hazel Grove,PM peak,E01005222,Crayfield Road,Broom Lane,151,199.52700000000004,30.0,43.0,0.43,0.5834169480000001,43.0,30.0,57.0,48677 -> 48680 | Manchester to Hazel Grove | PM peak
48680 -> 134267,48680,134267,Manchester to Hazel Grove,AM interpeak,E01005222,Broom Lane,Crossley Road,193,522.777,15.0,22.0,0.22,0.7820743920000001,22.0,51.0,78.0,48680 -> 134267 | Manchester to Hazel Grove | AM interpeak
48680 -> 134267,48680,134267,Manchester to Hazel Grove,AM peak,E01005222,Broom Lane,Crossley Road,109,522.777,29.0,72.4,0.7240000000000001,2.5737357264000003,72.4,0.5999999999999943,27.599999999999994,48680 -> 134267 | Manchester to Hazel Grove | AM peak
48680 -> 134267,48680,134267,Manchester to Hazel Grove,Evening off-peak,E01005222,Broom Lane,Crossley Road,144,522.777,8.0,16.0,0.16,0.5687813760000001,16.0,57.0,84.0,48680 -> 134267 | Manchester to Hazel Grove | Evening off-peak
48680 -> 134267,48680,134267,Manchester to Hazel Grove,Night/Early morning off-peak,E01005222,Broom Lane,Crossley Road,73,522.777,15.0,25.799999999999997,0.25799999999999995,0.9171599688,25.799999999999994,47.2,74.2,48680 -> 134267 | Manchester to Hazel Grove | Night/Early morning off-peak
48680 -> 134267,48680,134267,Manchester to Hazel Grove,PM interpeak,E01005222,Broom Lane,Crossley Road,96,522.777,31.0,48.5,0.485,1.7241185460000001,48.5,24.5,51.5,48680 -> 134267 | Manchester to Hazel Grove | PM interpeak
48680 -> 134267,48680,134267,Manchester to Hazel Grove,PM peak,E01005222,Broom Lane,Crossley Road,151,522.777,30.0,41.0,0.41,1.457502276,41.0,32.0,59.0,48680 -> 134267 | Manchester to Hazel Grove | PM peak
48683 -> 48675,48683,48675,Hazel Grove to Manchester,AM interpeak,E01005216,Broom Lane,Crayfield Road,192,224.1299999999992,7.0,11.0,0.11,0.1676492400000001,11.0,62.0,89.0,48683 -> 48675 | Hazel Grove to Manchester | AM interpeak
48683 -> 48675,48683,48675,Hazel Grove to Manchester,AM peak,E01005216,Broom Lane,Crayfield Road,125,224.1299999999992,10.0,18.0,0.18,0.274335119999999,18.0,55.0,82.0,48683 -> 48675 | Hazel Grove to Manchester | AM peak
48683 -> 48675,48683,48675,Hazel Grove to Manchester,Evening off-peak,E01005216,Broom Lane,Crayfield Road,118,224.1299999999992,19.0,29.0,0.29,0.4419843599999984,28.999999999999996,44.0,71.0,48683 -> 48675 | Hazel Grove to Manchester | Evening off-peak
48683 -> 48675,48683,48675,Hazel Grove to Manchester,Night/Early morning off-peak,E01005216,Broom Lane,Crayfield Road,81,224.1299999999992,25.0,41.0,0.41,0.6248744399999977,41.0,32.0,59.0,48683 -> 48675 | Hazel Grove to Manchester | Night/Early morning off-peak
48683 -> 48675,48683,48675,Hazel Grove to Manchester,PM interpeak,E01005216,Broom Lane,Crayfield Road,100,224.1300000000001,11.0,20.0,0.2,0.30481679999999894,20.0,53.0,80.0,48683 -> 48675 | Hazel Grove to Manchester | PM interpeak
48683 -> 48675,48683,48675,Hazel Grove to Manchester,PM peak,E01005216,Broom Lane,Crayfield Road,146,224.1300000000001,19.0,28.0,0.28,0.4267435200000002,28.000000000000004,45.0,72.0,48683 -> 48675 | Hazel Grove to Manchester | PM peak
48686 -> 48683,48686,48683,Hazel Grove to Manchester,AM interpeak,E01005215,Lloyd Road,Broom Lane,192,381.47699999999986,7.0,11.0,0.11,0.2853447959999999,11.0,62.0,89.0,48686 -> 48683 | Hazel Grove to Manchester | AM interpeak
48686 -> 48683,48686,48683,Hazel Grove to Manchester,AM peak,E01005215,Lloyd Road,Broom Lane,126,381.47699999999986,10.5,18.5,0.185,0.4798980660000004,18.5,54.5,81.5,48686 -> 48683 | Hazel Grove to Manchester | AM peak
48686 -> 48683,48686,48683,Hazel Grove to Manchester,Evening off-peak,E01005215,Lloyd Road,Broom Lane,118,381.47700000000077,19.0,28.0,0.28,0.7263322080000014,28.000000000000004,45.0,72.0,48686 -> 48683 | Hazel Grove to Manchester | Evening off-peak
48686 -> 48683,48686,48683,Hazel Grove to Manchester,Night/Early morning off-peak,E01005215,Lloyd Road,Broom Lane,82,381.47699999999986,24.0,38.900000000000006,0.38900000000000007,1.0090829603999998,38.900000000000006,34.099999999999994,61.099999999999994,48686 -> 48683 | Hazel Grove to Manchester | Night/Early morning off-peak
48686 -> 48683,48686,48683,Hazel Grove to Manchester,PM interpeak,E01005215,Lloyd Road,Broom Lane,100,381.47600000000057,12.0,20.10000000000001,0.2010000000000001,0.5214026208000012,20.10000000000001,52.89999999999999,79.89999999999999,48686 -> 48683 | Hazel Grove to Manchester | PM interpeak
48686 -> 48683,48686,48683,Hazel Grove to Manchester,PM peak,E01005215,Lloyd Road,Broom Lane,144,381.47600000000057,19.0,29.0,0.29,0.7522720524000008,28.999999999999996,44.0,71.0,48686 -> 48683 | Hazel Grove to Manchester | PM peak
48831 -> 50410,48831,50410,Hazel Grove to Manchester,AM interpeak,E01005234,Slade Lane,Longsight Library & Learning Centre,192,496.5589999999993,6.0,9.0,0.09,0.3038941080000001,9.0,64.0,91.0,48831 -> 50410 | Hazel Grove to Manchester | AM interpeak
48831 -> 50410,48831,50410,Hazel Grove to Manchester,AM peak,E01005234,Slade Lane,Longsight Library & Learning Centre,122,496.5589999999993,9.0,16.0,0.16,0.5402561919999993,16.0,57.0,84.0,48831 -> 50410 | Hazel Grove to Manchester | AM peak
48831 -> 50410,48831,50410,Hazel Grove to Manchester,Evening off-peak,E01005234,Slade Lane,Longsight Library & Learning Centre,121,496.5589999999993,18.0,27.0,0.27,0.9116823239999987,27.0,46.0,73.0,48831 -> 50410 | Hazel Grove to Manchester | Evening off-peak
48831 -> 50410,48831,50410,Hazel Grove to Manchester,Night/Early morning off-peak,E01005234,Slade Lane,Longsight Library & Learning Centre,79,496.5589999999993,25.0,38.2,0.38200000000000006,1.2898616583999984,38.2,34.8,61.8,48831 -> 50410 | Hazel Grove to Manchester | Night/Early morning off-peak
48831 -> 50410,48831,50410,Hazel Grove to Manchester,PM interpeak,E01005234,Slade Lane,Longsight Library & Learning Centre,99,496.5589999999993,12.0,20.200000000000003,0.20200000000000004,0.6820734423999992,20.200000000000003,52.8,79.8,48831 -> 50410 | Hazel Grove to Manchester | PM interpeak
48831 -> 50410,48831,50410,Hazel Grove to Manchester,PM peak,E01005234,Slade Lane,Longsight Library & Learning Centre,149,496.5589999999993,19.0,27.200000000000017,0.2720000000000002,0.9184355263999993,27.200000000000017,45.79999999999998,72.79999999999998,48831 -> 50410 | Hazel Grove to Manchester | PM peak
48833 -> 48837,48833,48837,Manchester to Hazel Grove,AM interpeak,E01005234,Slade Lane,East Road,192,222.3729999999996,7.0,11.0,0.11,0.1663350039999997,11.0,62.0,89.0,48833 -> 48837 | Manchester to Hazel Grove | AM interpeak
48833 -> 48837,48833,48837,Manchester to Hazel Grove,AM peak,E01005234,Slade Lane,East Road,112,222.3729999999996,26.0,56.900000000000006,0.5690000000000001,0.8604056115999985,56.900000000000006,16.099999999999994,43.099999999999994,48833 -> 48837 | Manchester to Hazel Grove | AM peak
48833 -> 48837,48833,48837,Manchester to Hazel Grove,Evening off-peak,E01005234,Slade Lane,East Road,141,222.3729999999996,8.0,15.0,0.15,0.22682045999999959,15.0,58.0,85.0,48833 -> 48837 | Manchester to Hazel Grove | Evening off-peak
48833 -> 48837,48833,48837,Manchester to Hazel Grove,Night/Early morning off-peak,E01005234,Slade Lane,East Road,73,222.3729999999996,15.0,24.0,0.24,0.36291273599999935,24.0,49.0,76.0,48833 -> 48837 | Manchester to Hazel Grove | Night/Early morning off-peak
48833 -> 48837,48833,48837,Manchester to Hazel Grove,PM interpeak,E01005234,Slade Lane,East Road,96,222.3729999999996,29.0,43.0,0.43,0.6502186519999988,43.0,30.0,57.0,48833 -> 48837 | Manchester to Hazel Grove | PM interpeak
48833 -> 48837,48833,48837,Manchester to Hazel Grove,PM peak,E01005234,Slade Lane,East Road,152,222.3729999999996,29.5,42.80000000000001,0.4280000000000001,0.647194379199999,42.80000000000001,30.19999999999999,57.19999999999999,48833 -> 48837 | Manchester to Hazel Grove | PM peak
48835 -> 48831,48835,48831,Hazel Grove to Manchester,AM interpeak,E01005234,East Road,Slade Lane,192,185.8130000000001,6.0,9.0,0.09,0.11371755600000005,9.0,64.0,91.0,48835 -> 48831 | Hazel Grove to Manchester | AM interpeak
48835 -> 48831,48835,48831,Hazel Grove to Manchester,AM peak,E01005234,East Road,Slade Lane,122,185.8130000000001,9.0,16.0,0.16,0.2021645440000001,16.0,57.0,84.0,48835 -> 48831 | Hazel Grove to Manchester | AM peak
48835 -> 48831,48835,48831,Hazel Grove to Manchester,Evening off-peak,E01005234,East Road,Slade Lane,120,185.8130000000001,18.5,27.10000000000001,0.27100000000000013,0.34241619640000026,27.100000000000012,45.89999999999999,72.89999999999999,48835 -> 48831 | Hazel Grove to Manchester | Evening off-peak
48835 -> 48831,48835,48831,Hazel Grove to Manchester,Night/Early morning off-peak,E01005234,East Road,Slade Lane,79,185.8130000000001,27.0,41.0,0.41,0.5180466440000002,41.0,32.0,59.0,48835 -> 48831 | Hazel Grove to Manchester | Night/Early morning off-peak
48835 -> 48831,48835,48831,Hazel Grove to Manchester,PM interpeak,E01005234,East Road,Slade Lane,99,185.8130000000001,12.0,20.0,0.2,0.25270568000000015,20.0,53.0,80.0,48835 -> 48831 | Hazel Grove to Manchester | PM interpeak
48835 -> 48831,48835,48831,Hazel Grove to Manchester,PM peak,E01005234,East Road,Slade Lane,150,185.8130000000001,19.0,27.0,0.27,0.34115266800000016,27.0,46.0,73.0,48835 -> 48831 | Hazel Grove to Manchester | PM peak
48837 -> 48657,48837,48657,Manchester to Hazel Grove,AM interpeak,E01034137,East Road,Longden Road,192,377.8609999999999,8.0,12.0,0.12,0.3083345759999999,12.0,61.0,88.0,48837 -> 48657 | Manchester to Hazel Grove | AM interpeak
48837 -> 48657,48837,48657,Manchester to Hazel Grove,AM peak,E01034137,East Road,Longden Road,112,377.8609999999999,28.5,58.900000000000006,0.5890000000000001,1.5134088771999994,58.900000000000006,14.099999999999994,41.099999999999994,48837 -> 48657 | Manchester to Hazel Grove | AM peak
48837 -> 48657,48837,48657,Manchester to Hazel Grove,Evening off-peak,E01034137,East Road,Longden Road,141,377.8609999999999,7.0,15.0,0.15,0.3854182199999999,15.0,58.0,85.0,48837 -> 48657 | Manchester to Hazel Grove | Evening off-peak
48837 -> 48657,48837,48657,Manchester to Hazel Grove,Night/Early morning off-peak,E01034137,East Road,Longden Road,73,377.8609999999999,16.0,23.799999999999997,0.23799999999999996,0.6115302423999998,23.799999999999997,49.2,76.2,48837 -> 48657 | Manchester to Hazel Grove | Night/Early morning off-peak
48837 -> 48657,48837,48657,Manchester to Hazel Grove,PM interpeak,E01034137,East Road,Longden Road,96,377.8609999999999,30.5,46.5,0.46499999999999997,1.1947964819999997,46.5,26.5,53.5,48837 -> 48657 | Manchester to Hazel Grove | PM interpeak
48837 -> 48657,48837,48657,Manchester to Hazel Grove,PM peak,E01034137,East Road,Longden Road,152,377.8609999999999,29.0,44.0,0.44,1.1305601119999997,44.0,29.0,56.0,48837 -> 48657 | Manchester to Hazel Grove | PM peak
50410 -> 50414,50410,50414,Hazel Grove to Manchester,AM interpeak,E01005232,Longsight Library & Learning Centre,Plymouth Grove,194,331.66799999999967,6.0,9.0,0.09,0.20298081599999981,9.0,64.0,91.0,50410 -> 50414 | Hazel Grove to Manchester | AM interpeak
50410 -> 50414,50410,50414,Hazel Grove to Manchester,AM peak,E01005232,Longsight Library & Learning Centre,Plymouth Grove,119,331.66799999999967,9.0,17.0,0.17,0.3834082079999996,17.0,56.0,83.0,50410 -> 50414 | Hazel Grove to Manchester | AM peak
50410 -> 50414,50410,50414,Hazel Grove to Manchester,Evening off-peak,E01005232,Longsight Library & Learning Centre,Plymouth Grove,122,331.66799999999967,18.0,26.900000000000006,0.2690000000000001,0.6066871055999995,26.900000000000006,46.099999999999994,73.1,50410 -> 50414 | Hazel Grove to Manchester | Evening off-peak
50410 -> 50414,50410,50414,Hazel Grove to Manchester,Night/Early morning off-peak,E01005232,Longsight Library & Learning Centre,Plymouth Grove,80,331.66799999999967,25.0,38.10000000000001,0.3810000000000001,0.8592854543999994,38.10000000000001,34.89999999999999,61.89999999999999,50410 -> 50414 | Hazel Grove to Manchester | Night/Early morning off-peak
50410 -> 50414,50410,50414,Hazel Grove to Manchester,PM interpeak,E01005232,Longsight Library & Learning Centre,Plymouth Grove,100,331.6680000000001,12.0,20.0,0.2,0.45106848000000205,20.0,53.0,80.0,50410 -> 50414 | Hazel Grove to Manchester | PM interpeak
50410 -> 50414,50410,50414,Hazel Grove to Manchester,PM peak,E01005232,Longsight Library & Learning Centre,Plymouth Grove,147,331.6680000000006,18.0,25.0,0.25,0.5638356000000007,25.0,48.0,75.0,50410 -> 50414 | Hazel Grove to Manchester | PM peak
50414 -> 50416,50414,50416,Hazel Grove to Manchester,AM interpeak,E01034119,Plymouth Grove,Longsight Police Station,193,189.02399999999943,6.0,9.0,0.09,0.11568207600000008,9.0,64.0,91.0,50414 -> 50416 | Hazel Grove to Manchester | AM interpeak
50414 -> 50416,50414,50416,Hazel Grove to Manchester,AM peak,E01034119,Plymouth Grove,Longsight Police Station,121,189.02399999999943,9.0,17.0,0.17,0.21851174400000142,17.0,56.0,83.0,50414 -> 50416 | Hazel Grove to Manchester | AM peak
50414 -> 50416,50414,50416,Hazel Grove to Manchester,Evening off-peak,E01034119,Plymouth Grove,Longsight Police Station,122,189.02400000000125,18.0,26.0,0.26,0.3341944320000022,26.0,47.0,74.0,50414 -> 50416 | Hazel Grove to Manchester | Evening off-peak
50414 -> 50416,50414,50416,Hazel Grove to Manchester,Night/Early morning off-peak,E01034119,Plymouth Grove,Longsight Police Station,78,189.02399999999943,23.5,37.599999999999994,0.37599999999999995,0.48329656319999853,37.599999999999994,35.400000000000006,62.400000000000006,50414 -> 50416 | Hazel Grove to Manchester | Night/Early morning off-peak
50414 -> 50416,50414,50416,Hazel Grove to Manchester,PM interpeak,E01034119,Plymouth Grove,Longsight Police Station,99,189.02399999999943,12.0,20.200000000000003,0.20200000000000004,0.2596433664000018,20.200000000000003,52.8,79.8,50414 -> 50416 | Hazel Grove to Manchester | PM interpeak
50414 -> 50416,50414,50416,Hazel Grove to Manchester,PM peak,E01034119,Plymouth Grove,Longsight Police Station,149,189.02399999999943,18.0,25.200000000000017,0.25200000000000017,0.3239115264000017,25.200000000000017,47.79999999999998,74.79999999999998,50414 -> 50416 | Hazel Grove to Manchester | PM peak
50416 -> 50418,50416,50418,Hazel Grove to Manchester,AM interpeak,E01034119,Longsight Police Station,Plymouth Grove West,193,196.97199999999975,5.0,8.0,0.08,0.10715331199999999,8.0,65.0,92.0,50416 -> 50418 | Hazel Grove to Manchester | AM interpeak
